Commission_Period,Commission_Amount,Agent_Name,Agent_ID,Company,Plan_Name,Source
2024-06-01,10.42,Jacqueline Mathews Ross,50291775,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jacqueline Turner SR,69190387,Dylan J Ward,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Jacqueline Turner SR,69190387,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Jacqueline Kidd,25969823,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jacqueline Kidd,25969823,Christy K Watson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Jacqueline Y Montes,54493351,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Jacqueline Y Montes,54493351,Todd Martinez,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Barry  Nelson DE Nelson,54097323,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Nelson DE Nelson,54097323,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-01-01,72.92,Barry  Mendez,13772858,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-01-01,127.5,Barry  Mendez,13772858,Patrick De La Evans,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,102.08,Barry  Mendez,13772858,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,178.5,Barry  Mendez,13772858,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Payne Lewis,83070455,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Barry  Payne Lewis,83070455,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Johnston,12682164,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Johnston,12682164,Austin Davis,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Roberts,55211431,Samuel K Ochoa,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Roberts,55211431,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Hernandez,18357413,James Mitchell,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Barry  Hernandez,18357413,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Barry  Friedman,50871600,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Friedman,50871600,Marvin Carpenter,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Stephenson,46153487,Eric R Wilson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Stephenson,46153487,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Chambers,81055228,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Barry  Chambers,81055228,Marvin Carpenter,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Barry  Villegas Robinson,33685702,Colleen Michelle Butler,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Villegas Robinson,33685702,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Cortez DE LA Mccarthy,59230861,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Barry  Cortez DE LA Mccarthy,59230861,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Barry  Martinez,44135833,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Martinez,91066220,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Martinez,98835810,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Martinez,44135833,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Martinez,91066220,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Martinez,98835810,Cesar A White Sanders,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Perkins,91937285,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Perkins,91937285,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-01-01,175.0,Barry  Perez,91242690,Samuel K Ochoa,,Healthfirst
2024-06-01,25.5,Barry  Perez,91242690,Samuel K Ochoa,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Perez,91242690,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Singh,41876566,Todd Scott,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Singh,41876566,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Tyler,94582012,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Tyler,94582012,Jacqueline Margaret Flores,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Morris DE Singh,32090806,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry  Morris DE Singh,32090806,Ethan Robbins,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry  Moreno,19388767,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Barry  Moreno,19388767,Patrick De La Evans,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Barry A Pena,39764067,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry A Pena,39764067,Kathy Jones,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry A Morris,76253899,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Barry A Morris,76253899,Chelsea Butler Good Leach Senior Services Corp,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-02-01,175.0,Barry A Morales,36183441,Patrick De La Evans,,Healthfirst
2024-06-01,10.42,Barry Rice,67333762,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,21.25,Barry Rice,67333762,Joseph Bradley Torres,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Barry B Jones,41631653,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Barry B Jones,41631653,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry Bailey Turner,96565967,Samuel K Ochoa,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry Bailey Turner,96565967,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry C Scott,78333369,James Mitchell,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry C Scott,78333369,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-01-01,175.0,Barry C Carpenter Castillo,96970086,Rebecca Crawford,,Healthfirst
2024-06-01,10.42,Barry Mcguire,62029793,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry Mcguire,62029793,Diana Hayes Wilson Consulting Cherry Flowers Inc,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry D Parks Martinez,82385588,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry D Parks Martinez,82385588,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,175.0,Barry D Doyle De Joseph,17813224,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,611.0,Barry D Doyle De Joseph,17813224,Todd Martinez,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry D Holmes,37692067,Patty S Jackson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry D Holmes,37692067,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry E DE LA Mccarthy,54522621,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry E DE LA Mccarthy,54522621,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry E Collins,23474211,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry E Collins,23474211,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry E Taylor,49592811,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Barry E Taylor,49592811,Corey Martinez,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Barry E Turner,24039247,"Shelly Johnston DBA Mcgrath, Fernandez and Cohen",Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry E Turner,24039247,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry F Norris,50418247,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry F Norris,50418247,Diana Hayes Wilson Consulting Cherry Flowers Inc,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry F Jones,85023119,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry F Jones,85023119,Tammy Moore Brady,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry F Phillips,59693945,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Barry F Phillips,59693945,Jacqueline Margaret Flores,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Barry Baldwin DE L,35833540,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry Baldwin DE L,35833540,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry Mullins,77666090,Eric R Wilson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry Mullins,77666090,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-01-01,175.0,Barry G Lewis,20031558,Chelsea Butler Good Leach Senior Services Corp,,Healthfirst
2024-06-01,10.42,Barry G Shields Howard,12211391,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry G Shields Howard,12211391,Anthony Reid,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry I Moreno,94311886,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry I Moreno,94311886,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry J Nelson,17630872,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry J Nelson,17630872,Diana Hayes Wilson Consulting Cherry Flowers Inc,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Barry L Orozco,81144208,James F Scott,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry L Orozco,81144208,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry L Mullins,70802738,Jeffrey Long,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry L Mullins,70802738,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry L Kim,87735609,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry L Kim,87735609,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry M Peck,23492672,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Barry M Peck,23492672,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry M Johnson,89063747,Lisa Norris,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Barry M Johnson,89063747,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Barry M Alvarado,95136255,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry M Alvarado,95136255,Cesar A White Sanders,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry M Armstrong,45776575,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Barry M Armstrong,45776575,Jacqueline Margaret Flores,Healthfirst Signature (HMO),Healthfirst
2024-01-01,175.0,Barry M Graham DE Flynn,25597738,Marvin Carpenter,,Healthfirst
2024-06-01,10.42,Barry M Howard,74151941,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry M Howard,74151941,Diana Hayes Wilson Consulting Cherry Flowers Inc,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry M Smith,31920672,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Barry M Smith,31920672,Jacqueline Margaret Flores,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Barry M Thomas Johnston,86966492,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry M Thomas Johnston,86966492,Diana Hayes Wilson Consulting Cherry Flowers Inc,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry M Martin DE Lewis,67833694,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry M Martin DE Lewis,67833694,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,175.0,Barry Choi,80089128,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,611.0,Barry Choi,80089128,Ethan Robbins,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-02-01,-407.33,Barry Jones,98508679,Zachary Laura Tucker,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-02-01,175.0,Barry Jones,98508679,Zachary Laura Tucker,,Healthfirst
2024-02-01,-116.67,Barry Jones,98508679,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry R Morris,39609321,Cynthia Smith Contreras Patel,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry R Morris,39609321,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,102.08,Barry Gomez DE King,77136292,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,178.5,Barry Gomez DE King,77136292,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Barry Perkins,82571956,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry Perkins,82571956,Margaret Perry,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry V Torres,78527714,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry V Torres,78527714,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry Y Elliott Friedman,44956158,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Barry Y Elliott Friedman,44956158,Todd Martinez,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Barry Y Murphy Carpenter,53938602,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Barry Y Murphy Carpenter,53938602,Stephanie D Wright,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Sharon F Moreno Howard,55480888,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Sharon F Moreno Howard,55480888,David T Lambert,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Joshua  Allen,38209655,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Joshua  Allen,38209655,Chris Kim,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Singh,36396103,Todd Scott,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Singh,36396103,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Greene,37248893,Colleen Michelle Butler,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Greene,37248893,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Friedman,13569521,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Friedman,13569521,Todd Butler,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Ward Lopez,95485595,Courtney Rivera,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Ward Lopez,95485595,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Mcclure,14175340,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Mcclure,14175340,Francisco Mullins,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Santiago,74912898,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Kevin  Santiago,74912898,Dillon Reese Parker,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Kevin  Parrish,40623414,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Parrish,40623414,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Christensen,73946660,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Kevin  Christensen,73946660,Mary A Wright,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Kevin  Page,24896621,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Page,24896621,Ethan Robbins,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Griffin,63488523,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Kevin  Griffin,63488523,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin  Smith,68236333,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Smith,68236333,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin D Wright,36283520,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Kevin D Wright,36283520,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Kevin Yates,25939210,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin Yates,25939210,Stephanie D Wright,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin M Smith,59473399,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Kevin M Smith,59473399,Brittany L Smith,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Kevin Carpenter,59271010,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin Carpenter,59271010,Pamela Friedman,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-02-01,175.0,Kevin Green,32808531,Kirk Baker DBA Carter-Thomas,,Healthfirst
2024-06-01,10.42,Joshua  Palmer,10710762,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Joshua  Palmer,10710762,Hunter Mora DBA Burns LLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-02-01,175.0,Robert T Hartman,93834473,Kirk Baker DBA Carter-Thomas,,Healthfirst
2024-06-01,25.5,Penny  Suarez,39787758,Colleen Michelle Butler,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Penny  Suarez,39787758,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny  Faulkner,28033710,Joseph Fisher,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Penny  Faulkner,28033710,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Penny  Carpenter,22893774,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny  Carpenter,22893774,Todd Butler,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Penny  Christensen,75726055,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny  Christensen,75726055,Austin Davis,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Penny  Martinez,24698192,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny  Martinez,24698192,Brittany L Smith,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny  Hall,75059105,Lisa Norris,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Penny  Hall,75059105,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Penny  Griffin,47512152,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Penny  Griffin,47512152,Kathy Jones,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Penny A Hernandez,65074230,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny A Hernandez,65074230,Jennifer Jackson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny D Webster,90722939,"Alexis Freeman Anderson DBA Nguyen, Shelton and Odonnell",Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Penny D Webster,90722939,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Penny Edwards,53411957,Todd Scott,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Penny Edwards,53411957,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Penny I William,62703399,Diana Weber,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Penny I William,62703399,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-01-01,175.0,Penny Hall,72974859,Joseph Fisher,,Healthfirst
2024-06-01,10.42,Penny L Barnes,77276993,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny L Barnes,77276993,Monica M Page Gilbert Ramirez May LLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Penny M Gross,80204604,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Penny M Gross,80204604,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Benjamin  Mccoy,82116561,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Benjamin  Mccoy,82116561,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Benjamin  Strickland,49328782,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Benjamin  Strickland,49328782,Chris Kim,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Benjamin  Kidd,66452361,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Benjamin  Kidd,66452361,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Benjamin A Banks,88726437,Eric R Wilson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Benjamin A Banks,88726437,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Benjamin E Martinez,62896113,Cynthia Smith Contreras Patel,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Benjamin E Martinez,62896113,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,178.5,Benjamin Mcclure,67184685,"Shelly Johnston DBA Mcgrath, Fernandez and Cohen",Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,102.08,Benjamin Mcclure,67184685,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Benjamin J Porter,74283886,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Benjamin J Porter,74283886,Javier Meyers,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
